movie_id;user_id;rating;timestamp.
1;23;5;874784615
1;276;5;874786568
1;821;5;874792813
1;157;5;874813703
1;817;4;874815835
1;756;4;874826629
1;893;5;874827725
1;291;5;874834481
1;933;3;874854294
1;21;5;874951244
1;130;5;874953595
1;297;3;874954425
1;1;5;874965758
1;941;5;875049144
1;793;4;875104091
1;422;3;875130063
1;658;4;875145614
1;275;4;875154310
1;759;5;875227798
1;703;4;875242851
1;468;5;875280395
1;919;4;875289321
1;798;4;875295695
1;279;3;875295812
1;514;5;875309276
1;265;5;875320247
1;612;4;875324876
1;287;5;875334088
1;597;3;875339723
1;67;3;875379445
1;490;3;875427148
1;779;4;875501555
1;691;5;875543346
1;5;4;875635748
1;398;5;875652927
1;593;3;875659150
1;634;3;875728872
1;268;3;875742341
1;63;3;875747368
1;839;4;875751723
1;92;4;875810511
1;684;4;875810928
1;715;5;875961843
1;770;5;875972219
1;43;5;875975579
1;777;4;875979431
1;661;5;876016545
1;886;4;876031433
1;200;5;876042340
1;761;1;876190094
1;554;3;876231938
1;764;4;876244181
1;402;5;876266860
1;82;4;876311241
1;407;4;876338278
1;343;5;876402668
1;286;4;876521699
1;81;4;876534949
1;881;4;876535796
1;330;5;876544432
1;689;3;876676211
1;735;4;876698796
1;160;4;876768025
1;289;3;876789736
1;680;4;876816224
1;518;4;876823143
1;692;4;876953340
1;148;4;877019411
1;868;4;877103320
1;901;5;877129870
1;101;3;877136039
1;721;5;877137877
1;331;1;877196567
1;864;5;877214125
1;708;5;877325375
1;371;4;877487440
1;222;4;877563227
1;162;4;877635819
1;16;5;877717833
1;336;3;877759342
1;534;5;877807718
1;294;5;877819634
1;299;3;877877535
1;314;5;877886317
1;10;4;877888877
1;792;4;877910822
1;307;5;878066938
1;664;4;878090087
1;606;5;878148365
1;44;4;878341315
1;929;3;878402162
1;823;4;878438206
1;455;4;878585685
1;815;5;878691975
1;425;2;878737873
1;150;4;878746441
1;847;3;878775523
1;447;3;878854273
1;653;4;878855383
1;213;2;878870719
1;635;4;878879283
1;699;3;878882272
1;763;4;878915559
1;274;4;878945466
1;483;4;878950971
1;357;5;878951216
1;181;3;878962392
1;138;4;879023031
1;470;3;879178428
1;927;5;879191524
1;533;4;879192521
1;562;2;879194894
1;95;5;879197329
1;65;3;879217290
1;552;3;879221716
1;497;4;879309955
1;605;4;879365748
1;64;4;879366214
1;62;2;879372813
1;921;3;879379601
1;419;4;879435590
1;895;4;879437950
1;338;3;879438143
1;503;5;879438233
1;785;4;879439137
1;804;5;879442661
1;406;4;879446107
1;843;3;879446186
1;125;4;879454699
1;748;4;879455040
1;15;1;879455635
1;632;3;879458692
1;479;5;879459939
1;89;5;879461219
1;614;5;879464093
1;902;5;879465583
1;303;5;879466966
1;295;4;879517580
1;151;5;879524151
1;467;4;879532459
1;930;3;879534525
1;733;2;879535129
1;194;4;879539127
1;494;3;879541374
1;277;4;879544145
1;678;5;879544882
1;459;4;879562960
1;249;4;879572210
1;535;3;879617663
1;417;4;879646413
1;20;3;879667963
1;390;5;879694066
1;412;4;879716962
1;202;3;879727059
1;242;4;879740362
1;403;4;879785974
1;624;4;879792581
1;716;5;879793192
1;569;4;879793399
1;709;4;879847730
1;882;5;879864558
1;438;4;879868096
1;486;4;879874870
1;326;3;879876159
1;108;4;879879720
1;545;5;879901359
1;389;4;879915860
1;553;3;879949153
1;262;3;879962366
1;231;3;879965704
1;128;4;879966919
1;560;4;879976449
1;243;4;879987239
1;897;5;879994113
1;72;4;880035614
1;378;4;880044251
1;232;4;880062302
1;867;4;880078521
1;745;2;880122809
1;117;4;880126083
1;177;3;880130699
1;18;5;880130802
1;158;4;880132443
1;865;1;880143424
1;907;5;880158712
1;880;4;880166744
1;889;3;880177104
1;621;3;880227233
1;216;4;880232615
1;83;4;880306903
1;730;4;880310285
1;789;3;880332089
1;360;3;880354315
1;923;3;880387306
1;374;4;880392992
1;894;4;880416286
1;203;3;880434384
1;577;5;880470282
1;290;5;880474327
1;230;5;880484370
1;723;3;880499050
1;109;4;880563619
1;324;5;880575412
1;244;4;880604405
1;771;5;880659449
1;913;2;880758579
1;910;4;880822060
1;916;4;880843361
1;424;1;880859493
1;788;3;880867970
1;394;4;880886855
1;54;4;880931595
1;599;4;880951657
1;579;4;880951740
1;706;4;880997324
1;45;5;881013176
1;525;4;881085964
1;292;4;881104147
1;42;5;881105633
1;744;4;881171926
1;690;4;881179631
1;742;4;881335281
1;456;2;881371548
1;887;5;881377972
1;137;3;881433048
1;106;4;881449487
1;484;5;881450058
1;749;4;881602577
1;347;4;881652518
1;549;5;881672182
1;805;4;881695527
1;454;3;881959818
1;710;4;882064377
1;301;4;882074345
1;13;3;882140487
1;256;5;882150980
1;540;3;882157126
1;145;3;882181396
1;648;5;882211109
1;536;5;882318394
1;399;4;882340657
1;350;4;882345734
1;806;4;882385082
1;429;3;882385785
1;457;4;882393244
1;890;4;882402975
1;567;3;882426899
1;622;3;882590344
1;592;4;882608021
1;697;5;882622481
1;854;3;882812225
1;178;4;882823805
1;786;4;882841828
1;637;4;882902924
1;917;3;882910888
1;460;2;882911203
1;582;4;882961257
1;379;4;883156176
1;250;4;883263374
1;550;3;883425913
1;705;5;883427101
1;487;5;883443504
1;84;2;883452108
1;209;5;883460644
1;465;4;883530054
1;6;4;883599478
1;66;3;883601324
1;131;4;883681384
1;57;5;883698581
1;523;5;883701763
1;727;3;883708660
1;102;3;883748352
1;395;5;883765062
1;795;4;883767204
1;508;5;883777430
1;199;1;883782854
1;768;5;883835025
1;500;4;883865021
1;541;4;883874645
1;75;4;884050018
1;70;4;884065277
1;201;3;884113635
1;899;3;884120105
1;580;3;884125243
1;298;5;884126061
1;493;3;884130416
1;435;5;884131712
1;296;5;884196689
1;198;4;884205081
1;97;4;884238911
1;657;3;884239123
1;168;5;884287509
1;665;4;884290491
1;58;5;884304483
1;924;5;884371535
1;96;5;884403574
1;790;3;884461306
1;935;3;884472064
1;521;2;884475825
1;679;3;884487688
1;248;3;884535744
1;141;3;884584753
1;396;4;884646346
1;77;5;884732808
1;320;3;884748604
1;344;3;884899372
1;246;4;884920918
1;311;4;884963202
1;345;3;884990938
1;340;5;884990988
1;746;4;885075714
1;17;4;885272579
1;769;4;885423720
1;380;4;885478218
1;642;5;885603565
1;182;4;885613092
1;630;4;885666779
1;526;5;885682562
1;826;4;885690250
1;885;5;885714990
1;561;2;885807713
1;25;5;885853415
1;94;4;885870323
1;537;2;886029889
1;271;3;886106038
1;731;2;886184421
1;251;4;886272009
1;305;5;886323153
1;698;4;886366815
1;458;4;886394423
1;174;3;886433898
1;388;5;886436813
1;359;4;886453214
1;387;4;886480681
1;99;4;886518459
1;348;4;886523078
1;542;4;886532534
1;892;5;886608185
1;434;4;886724590
1;936;4;886832453
1;609;1;886896185
1;576;4;886985079
1;838;5;887064024
1;896;4;887158579
1;322;2;887314119
1;254;3;887347350
1;800;4;887646283
1;655;2;887650876
1;210;5;887731052
1;308;4;887736532
1;393;3;887743611
1;327;4;887745622
1;879;4;887761865
1;674;4;887762799
1;450;4;887835272
1;654;4;887863557
1;332;4;887938245
1;49;2;888068651
1;144;4;888104063
1;59;2;888203053
1;757;4;888443974
1;872;3;888479151
1;682;4;888523054
1;773;3;888539232
1;2;4;888550871
1;512;4;888589126
1;73;2;888626065
1;495;4;888632943
1;602;4;888638547
1;747;5;888639138
1;610;4;888703157
1;93;5;888705321
1;293;2;888904861
1;751;3;889132162
1;505;3;889333414
1;478;4;889387931
1;677;4;889399229
1;432;2;889415983
1;120;4;889490412
1;663;4;889492679
1;235;4;889655571
1;870;5;889717102
1;471;4;889827881
1;184;4;889907652
1;620;5;889987954
1;588;4;890015684
1;726;4;890079166
1;124;3;890287733
1;463;1;890453075
1;41;4;890692860
1;193;4;890859954
1;313;4;891013436
1;903;3;891031280
1;401;2;891032170
1;339;5;891032349
1;835;3;891033420
1;441;5;891035468
1;794;4;891035864
1;852;4;891036457
1;822;4;891037291
1;548;4;891043182
1;445;3;891199749
1;934;2;891225958
1;613;4;891227410
1;234;3;891227689
1;932;4;891249932
1;79;4;891271870
1;488;3;891294896
1;263;5;891299207
1;365;4;891303999
1;618;4;891308063
1;26;3;891350625
1;831;4;891354573
1;938;4;891356314
1;650;3;891369759
1;121;4;891388475
1;660;3;891406276
1;649;5;891440235
